NN;flatFileRowCounterr;nMaxx;tSeqDB;bTermDB;vertexDBVertex;vertexDegreeDB;vertexScalarDB;vertexDB;targetEvaluate
24;16;30;32768;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;16;30;32768;6;0 506 0 0 0;0;506;0 506 0 0 0;16777216
24;16;30;32768;6;1 -23 1 0 0;1;-23;1 -23 1 0 0;16777216
24;17;30;65536;6;1 -23 1 0 0;1;-23;1 -23 1 0 0;16777216
24;17;30;65536;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;17;30;65536;6;0 552 0 0 0;0;552;0 552 0 0 0;16777216
24;17;30;65536;6;1 -24 1 0 0;1;-24;1 -24 1 0 0;16777216
24;18;30;131072;6;1 -24 1 0 0;1;-24;1 -24 1 0 0;16777216
24;18;30;131072;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;18;30;131072;6;0 600 0 0 0;0;600;0 600 0 0 0;16777216
24;18;30;131072;6;1 -25 1 0 0;1;-25;1 -25 1 0 0;16777216
24;19;30;262144;6;1 -25 1 0 0;1;-25;1 -25 1 0 0;16777216
24;19;30;262144;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;19;30;262144;6;0 650 0 0 0;0;650;0 650 0 0 0;16777216
24;19;30;262144;6;1 -26 1 0 0;1;-26;1 -26 1 0 0;16777216
24;20;30;524288;6;1 -26 1 0 0;1;-26;1 -26 1 0 0;16777216
24;20;30;524288;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;20;30;524288;6;0 702 0 0 0;0;702;0 702 0 0 0;16777216
24;20;30;524288;6;1 -27 1 0 0;1;-27;1 -27 1 0 0;16777216
24;21;30;1048576;6;1 -27 1 0 0;1;-27;1 -27 1 0 0;16777216
24;21;30;1048576;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;21;30;1048576;6;0 756 0 0 0;0;756;0 756 0 0 0;16777216
24;21;30;1048576;6;1 -28 1 0 0;1;-28;1 -28 1 0 0;16777216
24;22;30;2097152;6;1 -28 1 0 0;1;-28;1 -28 1 0 0;16777216
24;22;30;2097152;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;22;30;2097152;6;0 812 0 0 0;0;812;0 812 0 0 0;16777216
24;22;30;2097152;6;1 -29 1 0 0;1;-29;1 -29 1 0 0;16777216
24;23;30;4194304;6;1 -29 1 0 0;1;-29;1 -29 1 0 0;16777216
24;23;30;4194304;6;1 1 2 0 0;2;1;1 1 2 0 0;16777216
24;23;30;4194304;6;0 870 0 0 0;0;870;0 870 0 0 0;16777216
24;23;30;4194304;6;1 -30 1 0 0;1;-30;1 -30 1 0 0;16777216
25;-1;30;1;1;0 26 -1 0 0;-1;26;0 26 -1 0 0;33554432
25;0;30;1;5;1 -5 1 0 0;1;-5;1 -5 1 0 0;33554432
25;0;30;1;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;0;30;1;5;0 30 0 0 0;0;30;0 30 0 0 0;33554432
25;0;30;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;33554432
25;1;30;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;33554432
25;1;30;1;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;1;30;1;5;0 42 0 0 0;0;42;0 42 0 0 0;33554432
25;1;30;1;5;1 -7 1 0 0;1;-7;1 -7 1 0 0;33554432
25;2;30;2;5;1 -7 1 0 0;1;-7;1 -7 1 0 0;33554432
25;2;30;2;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;2;30;2;5;0 56 0 0 0;0;56;0 56 0 0 0;33554432
25;2;30;2;5;1 -8 1 0 0;1;-8;1 -8 1 0 0;33554432
25;3;30;4;5;1 -8 1 0 0;1;-8;1 -8 1 0 0;33554432
25;3;30;4;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;3;30;4;5;0 72 0 0 0;0;72;0 72 0 0 0;33554432
25;3;30;4;5;1 -9 1 0 0;1;-9;1 -9 1 0 0;33554432
25;4;30;8;5;1 -9 1 0 0;1;-9;1 -9 1 0 0;33554432
25;4;30;8;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;4;30;8;5;0 90 0 0 0;0;90;0 90 0 0 0;33554432
25;4;30;8;5;1 -10 1 0 0;1;-10;1 -10 1 0 0;33554432
25;5;30;16;5;1 -10 1 0 0;1;-10;1 -10 1 0 0;33554432
25;5;30;16;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;5;30;16;5;0 110 0 0 0;0;110;0 110 0 0 0;33554432
25;5;30;16;5;1 -11 1 0 0;1;-11;1 -11 1 0 0;33554432
25;6;30;32;5;1 -11 1 0 0;1;-11;1 -11 1 0 0;33554432
25;6;30;32;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;6;30;32;5;0 132 0 0 0;0;132;0 132 0 0 0;33554432
25;6;30;32;5;1 -12 1 0 0;1;-12;1 -12 1 0 0;33554432
25;7;30;64;5;1 -12 1 0 0;1;-12;1 -12 1 0 0;33554432
25;7;30;64;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;7;30;64;5;0 156 0 0 0;0;156;0 156 0 0 0;33554432
25;7;30;64;5;1 -13 1 0 0;1;-13;1 -13 1 0 0;33554432
25;8;30;128;5;1 -13 1 0 0;1;-13;1 -13 1 0 0;33554432
25;8;30;128;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;8;30;128;5;0 182 0 0 0;0;182;0 182 0 0 0;33554432
25;8;30;128;5;1 -14 1 0 0;1;-14;1 -14 1 0 0;33554432
25;9;30;256;5;1 -14 1 0 0;1;-14;1 -14 1 0 0;33554432
25;9;30;256;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;9;30;256;5;0 210 0 0 0;0;210;0 210 0 0 0;33554432
25;9;30;256;5;1 -15 1 0 0;1;-15;1 -15 1 0 0;33554432
25;10;30;512;5;1 -15 1 0 0;1;-15;1 -15 1 0 0;33554432
25;10;30;512;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;10;30;512;5;0 240 0 0 0;0;240;0 240 0 0 0;33554432
25;10;30;512;5;1 -16 1 0 0;1;-16;1 -16 1 0 0;33554432
25;11;30;1024;5;1 -16 1 0 0;1;-16;1 -16 1 0 0;33554432
25;11;30;1024;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;11;30;1024;5;0 272 0 0 0;0;272;0 272 0 0 0;33554432
25;11;30;1024;5;1 -17 1 0 0;1;-17;1 -17 1 0 0;33554432
25;12;30;2048;5;1 -17 1 0 0;1;-17;1 -17 1 0 0;33554432
25;12;30;2048;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;12;30;2048;5;0 306 0 0 0;0;306;0 306 0 0 0;33554432
25;12;30;2048;5;1 -18 1 0 0;1;-18;1 -18 1 0 0;33554432
25;13;30;4096;5;1 -18 1 0 0;1;-18;1 -18 1 0 0;33554432
25;13;30;4096;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;13;30;4096;5;0 342 0 0 0;0;342;0 342 0 0 0;33554432
25;13;30;4096;5;1 -19 1 0 0;1;-19;1 -19 1 0 0;33554432
25;14;30;8192;5;1 -19 1 0 0;1;-19;1 -19 1 0 0;33554432
25;14;30;8192;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;14;30;8192;5;0 380 0 0 0;0;380;0 380 0 0 0;33554432
25;14;30;8192;5;1 -20 1 0 0;1;-20;1 -20 1 0 0;33554432
25;15;30;16384;5;1 -20 1 0 0;1;-20;1 -20 1 0 0;33554432
25;15;30;16384;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;15;30;16384;5;0 420 0 0 0;0;420;0 420 0 0 0;33554432
25;15;30;16384;5;1 -21 1 0 0;1;-21;1 -21 1 0 0;33554432
25;16;30;32768;5;1 -21 1 0 0;1;-21;1 -21 1 0 0;33554432
25;16;30;32768;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;16;30;32768;5;0 462 0 0 0;0;462;0 462 0 0 0;33554432
25;16;30;32768;5;1 -22 1 0 0;1;-22;1 -22 1 0 0;33554432
25;17;30;65536;5;1 -22 1 0 0;1;-22;1 -22 1 0 0;33554432
25;17;30;65536;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;17;30;65536;5;0 506 0 0 0;0;506;0 506 0 0 0;33554432
25;17;30;65536;5;1 -23 1 0 0;1;-23;1 -23 1 0 0;33554432
25;18;30;131072;5;1 -23 1 0 0;1;-23;1 -23 1 0 0;33554432
25;18;30;131072;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;18;30;131072;5;0 552 0 0 0;0;552;0 552 0 0 0;33554432
25;18;30;131072;5;1 -24 1 0 0;1;-24;1 -24 1 0 0;33554432
25;19;30;262144;5;1 -24 1 0 0;1;-24;1 -24 1 0 0;33554432
25;19;30;262144;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;19;30;262144;5;0 600 0 0 0;0;600;0 600 0 0 0;33554432
25;19;30;262144;5;1 -25 1 0 0;1;-25;1 -25 1 0 0;33554432
25;20;30;524288;5;1 -25 1 0 0;1;-25;1 -25 1 0 0;33554432
25;20;30;524288;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;20;30;524288;5;0 650 0 0 0;0;650;0 650 0 0 0;33554432
25;20;30;524288;5;1 -26 1 0 0;1;-26;1 -26 1 0 0;33554432
25;21;30;1048576;5;1 -26 1 0 0;1;-26;1 -26 1 0 0;33554432
25;21;30;1048576;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;21;30;1048576;5;0 702 0 0 0;0;702;0 702 0 0 0;33554432
25;21;30;1048576;5;1 -27 1 0 0;1;-27;1 -27 1 0 0;33554432
25;22;30;2097152;5;1 -27 1 0 0;1;-27;1 -27 1 0 0;33554432
25;22;30;2097152;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;22;30;2097152;5;0 756 0 0 0;0;756;0 756 0 0 0;33554432
25;22;30;2097152;5;1 -28 1 0 0;1;-28;1 -28 1 0 0;33554432
25;23;30;4194304;5;1 -28 1 0 0;1;-28;1 -28 1 0 0;33554432
25;23;30;4194304;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;23;30;4194304;5;0 812 0 0 0;0;812;0 812 0 0 0;33554432
25;23;30;4194304;5;1 -29 1 0 0;1;-29;1 -29 1 0 0;33554432
25;24;30;8388608;5;1 -29 1 0 0;1;-29;1 -29 1 0 0;33554432
25;24;30;8388608;5;1 1 2 0 0;2;1;1 1 2 0 0;33554432
25;24;30;8388608;5;0 870 0 0 0;0;870;0 870 0 0 0;33554432
25;24;30;8388608;5;1 -30 1 0 0;1;-30;1 -30 1 0 0;33554432
26;-1;30;1;1;0 27 -1 0 0;-1;27;0 27 -1 0 0;67108864
26;0;30;1;4;1 -4 1 0 0;1;-4;1 -4 1 0 0;67108864
26;0;30;1;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;0;30;1;4;0 20 0 0 0;0;20;0 20 0 0 0;67108864
26;0;30;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;67108864
26;1;30;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;67108864
26;1;30;1;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;1;30;1;4;0 30 0 0 0;0;30;0 30 0 0 0;67108864
26;1;30;1;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;67108864
26;2;30;2;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;67108864
26;2;30;2;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;2;30;2;4;0 42 0 0 0;0;42;0 42 0 0 0;67108864
26;2;30;2;4;1 -7 1 0 0;1;-7;1 -7 1 0 0;67108864
26;3;30;4;4;1 -7 1 0 0;1;-7;1 -7 1 0 0;67108864
26;3;30;4;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;3;30;4;4;0 56 0 0 0;0;56;0 56 0 0 0;67108864
26;3;30;4;4;1 -8 1 0 0;1;-8;1 -8 1 0 0;67108864
26;4;30;8;4;1 -8 1 0 0;1;-8;1 -8 1 0 0;67108864
26;4;30;8;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;4;30;8;4;0 72 0 0 0;0;72;0 72 0 0 0;67108864
26;4;30;8;4;1 -9 1 0 0;1;-9;1 -9 1 0 0;67108864
26;5;30;16;4;1 -9 1 0 0;1;-9;1 -9 1 0 0;67108864
26;5;30;16;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;5;30;16;4;0 90 0 0 0;0;90;0 90 0 0 0;67108864
26;5;30;16;4;1 -10 1 0 0;1;-10;1 -10 1 0 0;67108864
26;6;30;32;4;1 -10 1 0 0;1;-10;1 -10 1 0 0;67108864
26;6;30;32;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;6;30;32;4;0 110 0 0 0;0;110;0 110 0 0 0;67108864
26;6;30;32;4;1 -11 1 0 0;1;-11;1 -11 1 0 0;67108864
26;7;30;64;4;1 -11 1 0 0;1;-11;1 -11 1 0 0;67108864
26;7;30;64;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;7;30;64;4;0 132 0 0 0;0;132;0 132 0 0 0;67108864
26;7;30;64;4;1 -12 1 0 0;1;-12;1 -12 1 0 0;67108864
26;8;30;128;4;1 -12 1 0 0;1;-12;1 -12 1 0 0;67108864
26;8;30;128;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;8;30;128;4;0 156 0 0 0;0;156;0 156 0 0 0;67108864
26;8;30;128;4;1 -13 1 0 0;1;-13;1 -13 1 0 0;67108864
26;9;30;256;4;1 -13 1 0 0;1;-13;1 -13 1 0 0;67108864
26;9;30;256;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;9;30;256;4;0 182 0 0 0;0;182;0 182 0 0 0;67108864
26;9;30;256;4;1 -14 1 0 0;1;-14;1 -14 1 0 0;67108864
26;10;30;512;4;1 -14 1 0 0;1;-14;1 -14 1 0 0;67108864
26;10;30;512;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;10;30;512;4;0 210 0 0 0;0;210;0 210 0 0 0;67108864
26;10;30;512;4;1 -15 1 0 0;1;-15;1 -15 1 0 0;67108864
26;11;30;1024;4;1 -15 1 0 0;1;-15;1 -15 1 0 0;67108864
26;11;30;1024;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;11;30;1024;4;0 240 0 0 0;0;240;0 240 0 0 0;67108864
26;11;30;1024;4;1 -16 1 0 0;1;-16;1 -16 1 0 0;67108864
26;12;30;2048;4;1 -16 1 0 0;1;-16;1 -16 1 0 0;67108864
26;12;30;2048;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;12;30;2048;4;0 272 0 0 0;0;272;0 272 0 0 0;67108864
26;12;30;2048;4;1 -17 1 0 0;1;-17;1 -17 1 0 0;67108864
26;13;30;4096;4;1 -17 1 0 0;1;-17;1 -17 1 0 0;67108864
26;13;30;4096;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;13;30;4096;4;0 306 0 0 0;0;306;0 306 0 0 0;67108864
26;13;30;4096;4;1 -18 1 0 0;1;-18;1 -18 1 0 0;67108864
26;14;30;8192;4;1 -18 1 0 0;1;-18;1 -18 1 0 0;67108864
26;14;30;8192;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;14;30;8192;4;0 342 0 0 0;0;342;0 342 0 0 0;67108864
26;14;30;8192;4;1 -19 1 0 0;1;-19;1 -19 1 0 0;67108864
26;15;30;16384;4;1 -19 1 0 0;1;-19;1 -19 1 0 0;67108864
26;15;30;16384;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;15;30;16384;4;0 380 0 0 0;0;380;0 380 0 0 0;67108864
26;15;30;16384;4;1 -20 1 0 0;1;-20;1 -20 1 0 0;67108864
26;16;30;32768;4;1 -20 1 0 0;1;-20;1 -20 1 0 0;67108864
26;16;30;32768;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;16;30;32768;4;0 420 0 0 0;0;420;0 420 0 0 0;67108864
26;16;30;32768;4;1 -21 1 0 0;1;-21;1 -21 1 0 0;67108864
26;17;30;65536;4;1 -21 1 0 0;1;-21;1 -21 1 0 0;67108864
26;17;30;65536;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;17;30;65536;4;0 462 0 0 0;0;462;0 462 0 0 0;67108864
26;17;30;65536;4;1 -22 1 0 0;1;-22;1 -22 1 0 0;67108864
26;18;30;131072;4;1 -22 1 0 0;1;-22;1 -22 1 0 0;67108864
26;18;30;131072;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;18;30;131072;4;0 506 0 0 0;0;506;0 506 0 0 0;67108864
26;18;30;131072;4;1 -23 1 0 0;1;-23;1 -23 1 0 0;67108864
26;19;30;262144;4;1 -23 1 0 0;1;-23;1 -23 1 0 0;67108864
26;19;30;262144;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;19;30;262144;4;0 552 0 0 0;0;552;0 552 0 0 0;67108864
26;19;30;262144;4;1 -24 1 0 0;1;-24;1 -24 1 0 0;67108864
26;20;30;524288;4;1 -24 1 0 0;1;-24;1 -24 1 0 0;67108864
26;20;30;524288;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;20;30;524288;4;0 600 0 0 0;0;600;0 600 0 0 0;67108864
26;20;30;524288;4;1 -25 1 0 0;1;-25;1 -25 1 0 0;67108864
26;21;30;1048576;4;1 -25 1 0 0;1;-25;1 -25 1 0 0;67108864
26;21;30;1048576;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;21;30;1048576;4;0 650 0 0 0;0;650;0 650 0 0 0;67108864
26;21;30;1048576;4;1 -26 1 0 0;1;-26;1 -26 1 0 0;67108864
26;22;30;2097152;4;1 -26 1 0 0;1;-26;1 -26 1 0 0;67108864
26;22;30;2097152;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;22;30;2097152;4;0 702 0 0 0;0;702;0 702 0 0 0;67108864
26;22;30;2097152;4;1 -27 1 0 0;1;-27;1 -27 1 0 0;67108864
26;23;30;4194304;4;1 -27 1 0 0;1;-27;1 -27 1 0 0;67108864
26;23;30;4194304;4;1 1 2 0 0;2;1;1 1 2 0 0;67108864
26;23;30;4194304;4;0 756 0 0 0;0;756;0 756 0 0 0;67108864
